sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
638,6390245750,14170000083,14170245833,245750
639,6400249625,14180000083,14180249708,249625
640,6410246208,14190000083,14190246291,246208
641,6420246000,14200000083,14200246083,246000
642,6430245208,14210000083,14210245291,245208
643,6440241500,14220000083,14220241583,241500
644,6450246541,14230000083,14230246625,246542
645,6460245458,14240000083,14240245541,245458
646,6470248166,14250000083,14250248250,248167
647,6480244458,14260000083,14260244541,244458
648,6490246583,14270000083,14270246666,246583
649,6500248416,14280000083,14280248500,248417
650,6510247625,14290000083,14290247708,247625
651,6520252666,14300000083,14300252750,252667
652,6530250125,14310000083,14310250208,250125
653,6540250208,14320000083,14320250291,250208
654,6550249125,14330000083,14330249208,249125
655,6560239583,14340000083,14340239666,239583
656,6570599000,14350000083,14350599083,599000
657,6580245583,14360000083,14360245666,245583
658,6590247125,14370000083,14370247208,247125
659,6600245750,14380000083,14380245833,245750
660,6610245541,14390000083,14390245625,245542
661,6620245916,14400000083,14400246000,245917
662,6630245416,14410000083,14410245500,245417
663,6640243458,14420000083,14420243541,243458
664,6650246750,14430000083,14430246833,246750
665,6660245958,14440000083,14440246041,245958
666,6670246041,14450000083,14450246125,246042
667,6680244083,14460000083,14460244166,244083
668,6690245333,14470000083,14470245416,245333
669,6700246875,14480000083,14480246958,246875
670,6710245791,14490000083,14490245875,245792
671,6720247625,14500000083,14500247708,247625
672,6730249166,14510000083,14510249250,249167
673,6740248666,14520000083,14520248750,248667
674,6750250208,14530000083,14530250291,250208
675,6760250875,14540000083,14540250958,250875
676,6770249791,14550000083,14550249875,249792
677,6780274666,14560000083,14560274750,274667
678,6790346208,14570000083,14570346291,346208
679,6800245375,14580000083,14580245458,245375
680,6810247791,14590000083,14590247875,247792
681,6820245833,14600000083,14600245916,245833
682,6830246208,14610000083,14610246291,246208
683,6840241625,14620000083,14620241708,241625
684,6850247833,14630000083,14630247916,247833
685,6860246166,14640000083,14640246250,246167
686,6870249458,14650000083,14650249541,249458
687,6880245458,14660000083,14660245541,245458
688,6890246125,14670000083,14670246208,246125
689,6900245916,14680000083,14680246000,245917
690,6910247166,14690000083,14690247250,247167
691,6920245791,14700000083,14700245875,245792
692,6930246750,14710000083,14710246833,246750
693,6940248875,14720000083,14720248958,248875
694,6950250416,14730000083,14730250500,250417
