sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
216,2170240916,11305000000,11305240916,240916
217,2180241583,11315000000,11315241583,241583
218,2190241958,11325000000,11325241958,241958
219,2200241750,11335000000,11335241750,241750
220,2210240375,11345000000,11345240375,240375
221,2220240750,11355000000,11355240750,240750
222,2230241125,11365000000,11365241125,241125
223,2240188125,11375000000,11375188125,188125
224,2251136416,11385000000,11386136416,1136416
225,2260238458,11395000000,11395238458,238458
226,2270236791,11405000000,11405236791,236791
227,2280240375,11415000000,11415240375,240375
228,2290236958,11425000000,11425236958,236958
229,2300239666,11435000000,11435239666,239666
230,2310237416,11445000000,11445237416,237416
231,2320236333,11455000000,11455236333,236333
232,2330237583,11465000000,11465237583,237583
233,2340236208,11475000000,11475236208,236208
234,2350243875,11485000000,11485243875,243875
235,2360238125,11495000000,11495238125,238125
236,2370237333,11505000000,11505237333,237333
237,2380237125,11515000000,11515237125,237125
238,2390236041,11525000000,11525236041,236041
239,2400239333,11535000000,11535239333,239333
240,2410239125,11545000000,11545239125,239125
241,2420243875,11555000000,11555243875,243875
242,2430241041,11565000000,11565241041,241041
243,2440239958,11575000000,11575239958,239958
244,2450476000,11585000000,11585476000,476000
245,2460238666,11595000000,11595238666,238666
246,2470237291,11605000000,11605237291,237291
247,2480240291,11615000000,11615240291,240291
248,2490237458,11625000000,11625237458,237458
249,2500239000,11635000000,11635239000,239000
250,2510237625,11645000000,11645237625,237625
251,2520236833,11655000000,11655236833,236833
252,2530236333,11665000000,11665236333,236333
253,2540237583,11675000000,11675237583,237583
254,2550238833,11685000000,11685238833,238833
255,2560237458,11695000000,11695237458,237458
256,2570236958,11705000000,11705236958,236958
257,2580236458,11715000000,11715236458,236458
258,2590239750,11725000000,11725239750,239750
259,2600236625,11735000000,11735236625,236625
260,2610237583,11745000000,11745237583,237583
261,2620238250,11755000000,11755238250,238250
262,2630236000,11765000000,11765236000,236000
263,2640239291,11775000000,11775239291,239291
264,2650249291,11785000000,11785249291,249291
265,2660245875,11795000000,11795245875,245875
266,2670241291,11805000000,11805241291,241291
267,2680240208,11815000000,11815240208,240208
268,2690241166,11825000000,11825241166,241166
269,2700258750,11835000000,11835258750,258750
270,2710274583,11845000000,11845274583,274583
271,2720240541,11855000000,11855240541,240541
272,2730238583,11865000000,11865238583,238583
273,2740236916,11875000000,11875236916,236916
274,2750238750,11885000000,11885238750,238750
275,2760236208,11895000000,11895236208,236208
276,2770237458,11905000000,11905237458,237458
277,2780236666,11915000000,11915236666,236666
278,2790237916,11925000000,11925237916,237916
279,2800237125,11935000000,11935237125,237125
280,2810236625,11945000000,11945236625,236625
281,2820238166,11955000000,11955238166,238166
282,2830236791,11965000000,11965236791,236791
283,2840239208,11975000000,11975239208,239208
284,2850237541,11985000000,11985237541,237541
285,2860236750,11995000000,11995236750,236750
286,2870247625,12005000000,12005247625,247625
287,2880240125,12015000000,12015240125,240125
288,2890239333,12025000000,12025239333,239333
289,2900241166,12035000000,12035241166,241166
290,2910241250,12045000000,12045241250,241250
291,2920240750,12055000000,12055240750,240750
292,2930241125,12065000000,12065241125,241125
293,2940241500,12075000000,12075241500,241500
294,2950259958,12085000000,12085259958,259958
295,2960237875,12095000000,12095237875,237875
296,2970236791,12105000000,12105236791,236791
297,2980235708,12115000000,12115235708,235708
298,2990237541,12125000000,12125237541,237541
299,3000237916,12135000000,12135237916,237916
300,3010236833,12145000000,12145236833,236833
301,3020236625,12155000000,12155236625,236625
302,3030236416,12165000000,12165236416,236416
303,3040236208,12175000000,12175236208,236208
304,3050237750,12185000000,12185237750,237750
305,3060236958,12195000000,12195236958,236958
306,3070236750,12205000000,12205236750,236750
307,3080237708,12215000000,12215237708,237708
308,3090522458,12225000000,12225522458,522458
309,3100240500,12235000000,12235240500,240500
310,3110235916,12245000000,12245235916,235916
311,3120237458,12255000000,12255237458,237458
312,3130238125,12265000000,12265238125,238125
313,3140239666,12275000000,12275239666,239666
314,3150244125,12285000000,12285244125,244125
315,3160241875,12295000000,12295241875,241875
316,3170240208,12305000000,12305240208,240208
317,3180242333,12315000000,12315242333,242333
318,3190265166,12325000000,12325265166,265166
319,3200235208,12335000000,12335235208,235208
320,3210236458,12345000000,12345236458,236458
321,3220237708,12355000000,12355237708,237708
322,3230239541,12365000000,12365239541,239541
323,3240236416,12375000000,12375236416,236416
324,3250236500,12385000000,12385236500,236500
325,3260236000,12395000000,12395236000,236000
326,3270238416,12405000000,12405238416,238416
327,3280236750,12415000000,12415236750,236750
328,3290742000,12425000000,12425742000,742000
329,3300239250,12435000000,12435239250,239250
330,3310237583,12445000000,12445237583,237583
331,3320236791,12455000000,12455236791,236791
332,3330237750,12465000000,12465237750,237750
333,3340236958,12475000000,12475236958,236958
334,3350238791,12485000000,12485238791,238791
335,3360237708,12495000000,12495237708,237708
336,3370239541,12505000000,12505239541,239541
337,3380239041,12515000000,12515239041,239041
338,3390240000,12525000000,12525240000,240000
339,3400243583,12535000000,12535243583,243583
340,3410243083,12545000000,12545243083,243083
341,3420242875,12555000000,12555242875,242875
342,3430261916,12565000000,12565261916,261916
343,3440236625,12575000000,12575236625,236625
344,3450237583,12585000000,12585237583,237583
345,3460240291,12595000000,12595240291,240291
346,3470240375,12605000000,12605240375,240375
347,3480236666,12615000000,12615236666,236666
348,3491302500,12625000000,12626302500,1302500
349,3500243541,12635000000,12635243541,243541
350,3510236333,12645000000,12645236333,236333
351,3520239625,12655000000,12655239625,239625
352,3530237958,12665000000,12665237958,237958
353,3540236291,12675000000,12675236291,236291
354,3550237833,12685000000,12685237833,237833
355,3560237041,12695000000,12695237041,237041
356,3570238000,12705000000,12705238000,238000
357,3580237500,12715000000,12715237500,237500
358,3590329750,12725000000,12725329750,329750
359,3600237083,12735000000,12735237083,237083
360,3610236000,12745000000,12745236000,236000
361,3620243083,12755000000,12755243083,243083
362,3630241125,12765000000,12765241125,241125
363,3640242375,12775000000,12775242375,242375
364,3650241875,12785000000,12785241875,241875
365,3660240500,12795000000,12795240500,240500
366,3670241166,12805000000,12805241166,241166
367,3680194875,12815000000,12815194875,194875
368,3690469125,12825000000,12825469125,469125
369,3700237916,12835000000,12835237916,237916
370,3710237125,12845000000,12845237125,237125
371,3720242166,12855000000,12855242166,242166
372,3730237000,12865000000,12865237000,237000
373,3740239416,12875000000,12875239416,239416
374,3750238041,12885000000,12885238041,238041
375,3760235791,12895000000,12895235791,235791
376,3770237916,12905000000,12905237916,237916
377,3780239458,12915000000,12915239458,239458
378,3790238958,12925000000,12925238958,238958
379,3800237583,12935000000,12935237583,237583
380,3810237083,12945000000,12945237083,237083
381,3820238916,12955000000,12955238916,238916
382,3830236666,12965000000,12965236666,236666
383,3840235875,12975000000,12975235875,235875
384,3850235958,12985000000,12985235958,235958
385,3860238666,12995000000,12995238666,238666
386,3870237875,13005000000,13005237875,237875
387,3880241458,13015000000,13015241458,241458
388,3890717250,13025000000,13025717250,717250
389,3900244833,13035000000,13035244833,244833
390,3910240833,13045000000,13045240833,240833
391,3920240333,13055000000,13055240333,240333
392,3930188791,13065000000,13065188791,188791
393,3940239333,13075000000,13075239333,239333
394,3950236500,13085000000,13085236500,236500
395,3960241833,13095000000,13095241833,241833
396,3970239583,13105000000,13105239583,239583
397,3980237041,13115000000,13115237041,237041
398,3990238875,13125000000,13125238875,238875
399,4000240125,13135000000,13135240125,240125
400,4010236416,13145000000,13145236416,236416
401,4020238833,13155000000,13155238833,238833
402,4030236875,13165000000,13165236875,236875
403,4040237250,13175000000,13175237250,237250
404,4050236750,13185000000,13185236750,236750
405,4060238291,13195000000,13195238291,238291
406,4070244500,13205000000,13205244500,244500
407,4080238458,13215000000,13215238458,238458
408,4090237666,13225000000,13225237666,237666
409,4100236583,13235000000,13235236583,236583
410,4110240750,13245000000,13245240750,240750
411,4120239958,13255000000,13255239958,239958
412,4130240041,13265000000,13265240041,240041
413,4140264041,13275000000,13275264041,264041
414,4150267625,13285000000,13285267625,267625
415,4160239125,13295000000,13295239125,239125
416,4170232208,13305000000,13305232208,232208
417,4180236666,13315000000,13315236666,236666
418,4190236750,13325000000,13325236750,236750
419,4200238875,13335000000,13335238875,238875
420,4210233125,13345000000,13345233125,233125
421,4220238458,13355000000,13355238458,238458
422,4230236500,13365000000,13365236500,236500
423,4240237458,13375000000,13375237458,237458
424,4250235791,13385000000,13385235791,235791
425,4260240833,13395000000,13395240833,240833
426,4270237708,13405000000,13405237708,237708
427,4280238083,13415000000,13415238083,238083
428,4290236708,13425000000,13425236708,236708
429,4300236208,13435000000,13435236208,236208
430,4310235708,13445000000,13445235708,235708
431,4320238416,13455000000,13455238416,238416
432,4330703708,13465000000,13465703708,703708
433,4340240333,13475000000,13475240333,240333
434,4350241291,13485000000,13485241291,241291
435,4360241083,13495000000,13495241083,241083
436,4370240291,13505000000,13505240291,240291
437,4380240958,13515000000,13515240958,240958
438,4390239583,13525000000,13525239583,239583
439,4400237041,13535000000,13535237041,237041
440,4410238875,13545000000,13545238875,238875
441,4420236041,13555000000,13555236041,236041
442,4430239625,13565000000,13565239625,239625
443,4440237083,13575000000,13575237083,237083
444,4450235708,13585000000,13585235708,235708
445,4460237541,13595000000,13595237541,237541
446,4470236166,13605000000,13605236166,236166
447,4480242375,13615000000,13615242375,242375
448,4490237500,13625000000,13625237500,237500
449,4500236416,13635000000,13635236416,236416
450,4510236500,13645000000,13645236500,236500
451,4520237166,13655000000,13655237166,237166
452,4530240750,13665000000,13665240750,240750
453,4540246083,13675000000,13675246083,246083
454,4550237125,13685000000,13685237125,237125
455,4560239833,13695000000,13695239833,239833
456,4570241375,13705000000,13705241375,241375
457,4580258083,13715000000,13715258083,258083
458,4590237458,13725000000,13725237458,237458
459,4600240458,13735000000,13735240458,240458
460,4610238500,13745000000,13745238500,238500
461,4620238291,13755000000,13755238291,238291
462,4630240125,13765000000,13765240125,240125
463,4640238458,13775000000,13775238458,238458
464,4650237666,13785000000,13785237666,237666
465,4660237166,13795000000,13795237166,237166
466,4670236666,13805000000,13805236666,236666
467,4680236166,13815000000,13815236166,236166
468,4690237125,13825000000,13825237125,237125
469,4700235458,13835000000,13835235458,235458
470,4710238750,13845000000,13845238750,238750
471,4720237375,13855000000,13855237375,237375
472,4730241541,13865000000,13865241541,241541
473,4740267583,13875000000,13875267583,267583
474,4750235875,13885000000,13885235875,235875
475,4760236250,13895000000,13895236250,236250
476,4770242458,13905000000,13905242458,242458
477,4780239041,13915000000,13915239041,239041
478,4790237958,13925000000,13925237958,237958
479,4800237458,13935000000,13935237458,237458
480,4810236375,13945000000,13945236375,236375
481,4820236750,13955000000,13955236750,236750
482,4830236250,13965000000,13965236250,236250
483,4840267250,13975000000,13975267250,267250
484,4850236125,13985000000,13985236125,236125
485,4860234750,13995000000,13995234750,234750
486,4870235416,14005000000,14005235416,235416
487,4880240750,14015000000,14015240750,240750
488,4890244333,14025000000,14025244333,244333
489,4900236833,14035000000,14035236833,236833
490,4910235166,14045000000,14045235166,235166
491,4920236708,14055000000,14055236708,236708
492,4930240291,14065000000,14065240291,240291
493,4940241833,14075000000,14075241833,241833
494,4950234625,14085000000,14085234625,234625
495,4960235291,14095000000,14095235291,235291
496,4970234791,14105000000,14105234791,234791
497,4980240416,14115000000,14115240416,240416
498,4990247791,14125000000,14125247791,247791
499,5000218125,14135000000,14135218125,218125
500,5010238916,14145000000,14145238916,238916
501,5020236958,14155000000,14155236958,236958
502,5030235875,14165000000,14165235875,235875
503,5040237416,14175000000,14175237416,237416
504,5050236625,14185000000,14185236625,236625
505,5060237291,14195000000,14195237291,237291
506,5070236500,14205000000,14205236500,236500
507,5080260500,14215000000,14215260500,260500
508,5090237541,14225000000,14225237541,237541
509,5100235583,14235000000,14235235583,235583
510,5110235958,14245000000,14245235958,235958
511,5120235458,14255000000,14255235458,235458
512,5130238458,14265000000,14265238458,238458
513,5140236791,14275000000,14275236791,236791
514,5150238333,14285000000,14285238333,238333
515,5160236375,14295000000,14295236375,236375
516,5170236750,14305000000,14305236750,236750
517,5180247625,14315000000,14315247625,247625
518,5190243916,14325000000,14325243916,243916
519,5200242541,14335000000,14335242541,242541
520,5210240875,14345000000,14345240875,240875
521,5220240375,14355000000,14355240375,240375
522,5230241041,14365000000,14365241041,241041
523,5240240250,14375000000,14375240250,240250
524,5250194250,14385000000,14385194250,194250
525,5260238375,14395000000,14395238375,238375
526,5270238166,14405000000,14405238166,238166
527,5280302125,14415000000,14415302125,302125
528,5290242416,14425000000,14425242416,242416
529,5300239291,14435000000,14435239291,239291
530,5310235875,14445000000,14445235875,235875
531,5320238583,14455000000,14455238583,238583
532,5330236916,14465000000,14465236916,236916
533,5340237583,14475000000,14475237583,237583
534,5350237083,14485000000,14485237083,237083
535,5360237166,14495000000,14495237166,237166
536,5370236666,14505000000,14505236666,236666
537,5380243750,14515000000,14515243750,243750
538,5390237125,14525000000,14525237125,237125
539,5400236916,14535000000,14535236916,236916
540,5410236416,14545000000,14545236416,236416
541,5420239125,14555000000,14555239125,239125
542,5430249416,14565000000,14565249416,249416
543,5440241041,14575000000,14575241041,241041
544,5450240833,14585000000,14585240833,240833
545,5460240041,14595000000,14595240041,240041
546,5470240416,14605000000,14605240416,240416
547,5480241083,14615000000,14615241083,241083
548,5490241750,14625000000,14625241750,241750
549,5500272458,14635000000,14635272458,272458
550,5510239583,14645000000,14645239583,239583
551,5520239083,14655000000,14655239083,239083
552,5530237125,14665000000,14665237125,237125
553,5540237500,14675000000,14675237500,237500
554,5550244000,14685000000,14685244000,244000
555,5560237666,14695000000,14695237666,237666
556,5570239208,14705000000,14705239208,239208
557,5580237541,14715000000,14715237541,237541
558,5590237041,14725000000,14725237041,237041
559,5600254041,14735000000,14735254041,254041
560,5610238958,14745000000,14745238958,238958
561,5620236416,14755000000,14755236416,236416
562,5630235916,14765000000,14765235916,235916
563,5640234833,14775000000,14775234833,234833
564,5650235208,14785000000,14785235208,235208
565,5660235875,14795000000,14795235875,235875
566,5670240333,14805000000,14805240333,240333
567,5680236041,14815000000,14815236041,236041
568,5690234958,14825000000,14825234958,234958
569,5700236500,14835000000,14835236500,236500
570,5710234541,14845000000,14845234541,234541
571,5720235791,14855000000,14855235791,235791
572,5730238208,14865000000,14865238208,238208
573,5740236541,14875000000,14875236541,236541
574,5750238666,14885000000,14885238666,238666
575,5760235833,14895000000,14895235833,235833
576,5770417041,14905000000,14905417041,417041
577,5780241833,14915000000,14915241833,241833
578,5790236083,14925000000,14925236083,236083
579,5800237041,14935000000,14935237041,237041
580,5810236250,14945000000,14945236250,236250
581,5820239541,14955000000,14955239541,239541
582,5830237000,14965000000,14965237000,237000
583,5840238541,14975000000,14975238541,238541
584,5850237458,14985000000,14985237458,237458
585,5860237541,14995000000,14995237541,237541
586,5870239375,15005000000,15005239375,239375
587,5880243833,15015000000,15015243833,243833
588,5890243916,15025000000,15025243916,243916
589,5900238166,15035000000,15035238166,238166
590,5910235333,15045000000,15045235333,235333
591,5920240083,15055000000,15055240083,240083
592,5930241041,15065000000,15065241041,241041
593,5940242583,15075000000,15075242583,242583
594,5950205041,15085000000,15085205041,205041
595,5960241291,15095000000,15095241291,241291
596,5970663416,15105000000,15105663416,663416
597,5980237666,15115000000,15115237666,237666
598,5990237166,15125000000,15125237166,237166
599,6000236958,15135000000,15135236958,236958
600,6010236750,15145000000,15145236750,236750
601,6020239750,15155000000,15155239750,239750
602,6030237791,15165000000,15165237791,237791
603,6040237000,15175000000,15175237000,237000
604,6050237958,15185000000,15185237958,237958
605,6060236000,15195000000,15195236000,236000
606,6070279541,15205000000,15205279541,279541
607,6080238500,15215000000,15215238500,238500
608,6090234791,15225000000,15225234791,234791
609,6100233708,15235000000,15235233708,233708
610,6110234375,15245000000,15245234375,234375
611,6120235333,15255000000,15255235333,235333
612,6130236000,15265000000,15265236000,236000
613,6140235208,15275000000,15275235208,235208
614,6150235000,15285000000,15285235000,235000
615,6160234791,15295000000,15295234791,234791
616,6170740333,15305000000,15305740333,740333
617,6180236708,15315000000,15315236708,236708
618,6190240000,15325000000,15325240000,240000
