*** Booting Zephyr OS build dccb09599635bdff17633fa7e9dab014b91dce90 ***
sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
486,4870079584,4878019088,4878098672,79584
487,4880186368,4888019088,4888205456,186368
488,4890106432,4898019088,4898125520,106432
489,4900113344,4908019088,4908132432,113344
490,4910051872,4918019088,4918070960,51872
491,4920051536,4928019088,4928070624,51536
492,4930206096,4938019088,4938225184,206096
493,4940347920,4948019088,4948367008,347920
494,4950220368,4958019088,4958239456,220368
495,4960140576,4968019088,4968159664,140576
496,4970146192,4978019088,4978165280,146192
497,4980143808,4988019088,4988162896,143808
498,4990279488,4998019088,4998298576,279488
499,5000234720,5008019088,5008253808,234720
500,5010239200,5018019088,5018258288,239200
501,5020223408,5028019088,5028242496,223408
502,5030197440,5038019088,5038216528,197440
503,5040227920,5048019088,5048247008,227920
504,5050259456,5058019088,5058278544,259456
505,5060398592,5068019088,5068417680,398592
506,5070271856,5078019088,5078290944,271856
507,5080178880,5088019088,5088197968,178880
508,5090078672,5098019088,5098097760,78672
509,5100137152,5108019088,5108156240,137152
510,5110129712,5118019088,5118148800,129712
511,5120037584,5128019088,5128056672,37584
PERIODIC LATENCY CHUNK end=512
512,5130056912,5138019088,5138076000,56912
513,5140069872,5148019088,5148088960,69872
514,5150058992,5158019088,5158078080,58992
515,5160234144,5168019088,5168253232,234144
516,5170317344,5178019088,5178336432,317344
517,5180245040,5188019088,5188264128,245040
518,5190193552,5198019088,5198212640,193552
519,5200151904,5208019088,5208170992,151904
520,5210304016,5218019088,5218323104,304016
521,5220406896,5228019088,5228425984,406896
522,5230381280,5238019088,5238400368,381280
523,5240275952,5248019088,5248295040,275952
524,5250262832,5258019088,5258281920,262832
525,5260281072,5268019088,5268300160,281072
526,5270355328,5278019088,5278374416,355328
527,5280220064,5288019088,5288239152,220064
528,5290170304,5298019088,5298189392,170304
529,5300224592,5308019088,5308243680,224592
530,5310114368,5318019088,5318133456,114368
531,5320193184,5328019088,5328212272,193184
532,5330329664,5338019088,5338348752,329664
533,5340363648,5348019088,5348382736,363648
534,5350332912,5358019088,5358352000,332912
535,5360286576,5368019088,5368305664,286576
536,5370260336,5378019088,5378279424,260336
537,5380151232,5388019088,5388170320,151232
538,5390330256,5398019088,5398349344,330256
539,5400384064,5408019088,5408403152,384064
540,5410370352,5418019088,5418389440,370352
541,5420324176,5428019088,5428343264,324176
542,5430381232,5438019088,5438400320,381232
543,5440336224,5448019088,5448355312,336224
544,5450239904,5458019088,5458258992,239904
545,5460296208,5468019088,5468315296,296208
546,5470368112,5478019088,5478387200,368112
547,5480349936,5488019088,5488369024,349936
548,5490367856,5498019088,5498386944,367856
549,5500385184,5508019088,5508404272,385184
550,5510383152,5518019088,5518402240,383152
551,5520195168,5528019088,5528214256,195168
552,5530108048,5538019088,5538127136,108048
553,5540123264,5548019088,5548142352,123264
554,5550160240,5558019088,5558179328,160240
555,5560261376,5568019088,5568280464,261376
556,5570388848,5578019088,5578407936,388848
557,5580244224,5588019088,5588263312,244224
558,5590214944,5598019088,5598234032,214944
559,5600139104,5608019088,5608158192,139104
560,5610096512,5618019088,5618115600,96512
561,5620098080,5628019088,5628117168,98080
562,5630178848,5638019088,5638197936,178848
563,5640204736,5648019088,5648223824,204736
564,5650244272,5658019088,5658263360,244272
565,5660205168,5668019088,5668224256,205168
566,5670243424,5678019088,5678262512,243424
567,5680134512,5688019088,5688153600,134512
568,5690092752,5698019088,5698111840,92752
569,5700144976,5708019088,5708164064,144976
570,5710099904,5718019088,5718118992,99904
571,5720122640,5728019088,5728141728,122640
572,5730185904,5738019088,5738204992,185904
573,5740207168,5748019088,5748226256,207168
574,5750182368,5758019088,5758201456,182368
575,5760161472,5768019088,5768180560,161472
576,5770267152,5778019088,5778286240,267152
577,5780271808,5788019088,5788290896,271808
578,5790131504,5798019088,5798150592,131504
579,5800101728,5808019088,5808120816,101728
580,5810263680,5818019088,5818282768,263680
581,5820276112,5828019088,5828295200,276112
582,5830205120,5838019088,5838224208,205120
583,5840211504,5848019088,5848230592,211504
584,5850272288,5858019088,5858291376,272288
585,5860236912,5868019088,5868256000,236912
586,5870265072,5878019088,5878284160,265072
587,5880205024,5888019088,5888224112,205024
588,5890115504,5898019088,5898134592,115504
589,5900059504,5908019088,5908078592,59504
590,5910054480,5918019088,5918073568,54480
591,5920048048,5928019088,5928067136,48048
592,5930059312,5938019088,5938078400,59312
593,5940036848,5948019088,5948055936,36848
594,5950026592,5958019088,5958045680,26592
595,5960026960,5968019088,5968046048,26960
